Name,Subtitle,Description,Categories,Google Maps URL,Closed Permanently,Closed Temporarily,Phone,Website,Address,Located In,Street,Neighborhood,City,State,Country Code,Postal Code,Latitude,Longitude,Compiled,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Total Score,Count,Five Stars,Four Stars,Three Stars,Two Stars,One Star,Scraped When,Search String,Search URL (Loaded),Search URL,Page Rank,Place ID,Google+ Code,CID,FID
Sheetz,,"Chain offering fuel & familiar convenience goods, including packaged snacks, drinks & takeaway fare.","Convenience Store, Beer shop, Car wash, Wine shop",https://www.google.com/maps/search/?api=1&query=Sheetz&query_place_id=ChIJ9U96mwmPOIgRL6fhEV8zeL8,False,False,+1 614-745-1112,https://www.sheetz.com/,"744 Grandview Ave, Columbus, OH 43215, United States",,744 Grandview Ave,Grandview South,Columbus,Ohio,US,43215.0,39.9724404,-83.0450335,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.3,46,22,3,2,5,14,2024-06-10T16:23:12.012Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@39.9439594,-83.0505893,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@39.94395944680436,-83.05058930120104,16z?hl=en",17,ChIJ9U96mwmPOIgRL6fhEV8zeL8,"XXC3+XX Columbus, Ohio, USA",13796833941864425263,0x88388f099b7a4ff5:0xbf78335f11e1a72f
The Hills Market Downtown,,,"Gourmet Grocery Shop, Bakery, Beer shop, Butchers, Grocery delivery service, Supermarket, Health food shop, Wine shop",https://www.google.com/maps/search/?api=1&query=The%20Hills%20Market%20Downtown&query_place_id=ChIJRUL9ldKIOIgRt8DOr0N1nLY,False,False,+1 614-702-7900,http://thehillsmarket.com/,"95 N Grant Ave, Columbus, OH 43215, United States",,95 N Grant Ave,Downtown,Columbus,Ohio,US,43215.0,39.965423,-82.9916902,"Monday: 8 AM to 7 PM
Tuesday: 8 AM to 7 PM
Wednesday: 8 AM to 7 PM
Thursday: 8 AM to 7 PM
Friday: 8 AM to 7 PM
Saturday: 8 AM to 7 PM
Sunday: 9 AM to 7 PM",8 AM to 7 PM,8 AM to 7 PM,8 AM to 7 PM,8 AM to 7 PM,8 AM to 7 PM,8 AM to 7 PM,9 AM to 7 PM,4.0,224,115,59,15,16,19,2024-06-10T16:23:12.226Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0884376751883,-82.84541158279761,16z?hl=en",19,ChIJRUL9ldKIOIgRt8DOr0N1nLY,"X285+58 Columbus, Ohio, USA",13158521144842567863,0x883888d295fd4245:0xb69c7543afcec0b7
Nordstrom Ebar Artisan Coffee,,"Quick-serve stop at Nordstrom’s serving espresso drinks, smoothies, pastries & to-go lunch fare.",Coffee shop,https://www.google.com/maps/search/?api=1&query=Nordstrom%20Ebar%20Artisan%20Coffee&query_place_id=ChIJxQ8vloGKOIgRWgMWdT_wfs8,False,False,+1 614-416-7111,https://www.nordstrom.com/store-details/nordstrom-easton-town-center?utm_source=google&utm_medium=organic&utm_campaign=food&utm_content=26234&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=food,"4000 Worth Ave, Columbus, OH 43219, United States",Nordstrom,4000 Worth Ave,Easton,Columbus,Ohio,US,43219.0,40.0544674,-82.9150531,"Monday: 9 AM to 8 PM
Tuesday: 9 AM to 8 PM
Wednesday: 9 AM to 8 PM
Thursday: 9 AM to 8 PM
Friday: 9 AM to 8 PM
Saturday: 9 AM to 8 PM
Sunday: 11 AM to 6 PM",9 AM to 8 PM,9 AM to 8 PM,9 AM to 8 PM,9 AM to 8 PM,9 AM to 8 PM,9 AM to 8 PM,11 AM to 6 PM,4.4,27,18,5,2,0,2,2024-06-10T16:23:10.916Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0227657531956,-83.1018837308019,16z?hl=en",18,ChIJxQ8vloGKOIgRWgMWdT_wfs8,"333M+QX Columbus, Ohio, USA",14951651968254608218,0x88388a81962f0fc5:0xcf7ef03f7516035a
The Cheesecake Factory,,American chain restaurant offering sizable portions from a vast menu including signature cheesecake,"Restaurant, American restaurant, Bakery, Dessert restaurant, Dessert shop, Family restaurant, Takeaway",https://www.google.com/maps/search/?api=1&query=The%20Cheesecake%20Factory&query_place_id=ChIJPW2s_XyKOIgR3TITGFpMIms,False,False,+1 614-418-7600,https://locations.thecheesecakefactory.com/oh/columbus-30.html?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,"3975 Townsfair Way, Columbus, OH 43219, United States",,3975 Townsfair Way,Easton,Columbus,Ohio,US,43219.0,40.0486779,-82.9156561,"Monday: 11 AM to 10 PM
Tuesday: 11 AM to 10 PM
Wednesday: 11 AM to 10 PM
Thursday: 11 AM to 10 PM
Friday: 11 AM to 11 PM
Saturday: 11 AM to 11 PM
Sunday: 10 AM to 10 PM",11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 11 PM,11 AM to 11 PM,10 AM to 10 PM,4.2,5827,3386,1256,529,255,401,2024-06-10T16:23:11.325Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0227657531956,-83.1018837308019,16z?hl=en",15,ChIJPW2s_XyKOIgR3TITGFpMIms,"23XM+FP Columbus, Ohio, USA",7719816661101130461,0x88388a7cfdac6d3d:0x6b224c5a181332dd
Amy's Donuts,,"Trendy counter-serve spot offering donuts with creative & artisanal toppings, alongside coffee.","Doughnut Shop, Coffee shop",https://www.google.com/maps/search/?api=1&query=Amy's%20Donuts&query_place_id=ChIJ9Wk-yIKaOIgR3K7T4mEehvE,False,False,+1 614-641-7721,http://www.amysdonuts.com/,"650 Georgesville Rd, Columbus, OH 43228, United States",,650 Georgesville Rd,Georgian Heights,Columbus,Ohio,US,43228.0,39.9396479,-83.1118771,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.6,2404,1823,323,129,53,76,2024-06-10T16:23:12.032Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@39.9570938312029,-83.15317816040276,16z?hl=en",9,ChIJ9Wk-yIKaOIgR3K7T4mEehvE,"WVQQ+V6 Columbus, Ohio, USA",17403631215786045148,0x88389a82c83e69f5:0xf1861e61e2d3aedc
Sheetz,,"Chain offering fuel & familiar convenience goods, including packaged snacks, drinks & takeaway fare.","Convenience Store, Beer shop, Car wash, Coffee shop, Petrol Station, Restaurant, Wine shop",https://www.google.com/maps/search/?api=1&query=Sheetz&query_place_id=ChIJFzjkurRhOIgRkV0Spmaz72s,False,False,+1 614-245-8089,https://www.sheetz.com/,"6229 E Dublin Granville Rd, New Albany, OH 43054, United States",,6229 E Dublin Granville Rd,Rocky Fork-Blacklick,New Albany,Ohio,US,43054.0,40.0782583,-82.8512963,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.0,101,66,10,6,2,17,2024-06-10T16:23:17.320Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0884376751883,-82.84541158279761,16z?hl=en",11,ChIJFzjkurRhOIgRkV0Spmaz72s,"34HX+8F New Albany, Ohio, USA",7777632334946393489,0x883861b4bae43817:0x6befb366a6125d91
Black Radish Creamery at North Market Downtown,,,Cheese shop,https://www.google.com/maps/search/?api=1&query=Black%20Radish%20Creamery%20at%20North%20Market%20Downtown&query_place_id=ChIJ7eRHJCaPOIgRMXaIUB6cGQ4,False,False,+1 614-517-9520,http://www.blackradishcreamery.com/,"59 Spruce St, Columbus, OH 43215, United States",North Market Downtown,59 Spruce St,Short North Arts District,Columbus,Ohio,US,43215.0,39.9716429,-83.0043326,"Monday: 10 AM to 5 PM
Tuesday: 10 AM to 6 PM
Wednesday: 10 AM to 6 PM
Thursday: 10 AM to 6 PM
Friday: 10 AM to 6 PM
Saturday: 9 AM to 7 PM
Sunday: 10 AM to 5 PM",10 AM to 5 PM,10 AM to 6 PM,10 AM to 6 PM,10 AM to 6 PM,10 AM to 6 PM,9 AM to 7 PM,10 AM to 5 PM,4.8,23,19,4,0,0,0,2024-06-10T16:23:22.255Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0227657531956,-83.1018837308019,16z?hl=en",10,ChIJ7eRHJCaPOIgRMXaIUB6cGQ4,"XXCW+M7 Columbus, Ohio, USA",1016014844962829873,0x88388f262447e4ed:0xe199c1e50887631
I Scream Gelato - Polaris,,,"Ice cream shop, Dessert shop",https://www.google.com/maps/search/?api=1&query=I%20Scream%20Gelato%20-%20Polaris&query_place_id=ChIJs_pVczn1OIgRnczJUHyF1Ww,False,False,+1 614-468-1004,https://iscream-gelato.com/ice-cream-gelato-columbus-oh/,"1500 Polaris Pkwy STE PFP07, Columbus, OH 43240, United States",Polaris Fashion Place,1500 Polaris Pkwy STE PFP07,Far North,Columbus,Ohio,US,43240.0,40.1456242,-82.9820576,"Monday: 11 AM to 8 PM
Tuesday: 11 AM to 8 PM
Wednesday: 11 AM to 8 PM
Thursday: 11 AM to 8 PM
Friday: 11 AM to 8 PM
Saturday: 11 AM to 8 PM
Sunday: 12 to 6 PM",11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,12 to 6 PM,4.9,195,183,5,2,1,4,2024-06-10T16:23:23.580Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0227657531956,-83.1018837308019,16z?hl=en",7,ChIJs_pVczn1OIgRnczJUHyF1Ww,"42W9+65 Columbus, Ohio, USA",7842321095113428125,0x8838f5397355fab3:0x6cd5857c50c9cc9d
GELATOLICIOUS,,,"Ice cream shop, Coffee shop",https://www.google.com/maps/search/?api=1&query=GELATOLICIOUS&query_place_id=ChIJx341ze_zOIgR1ytMQwwj9cY,False,False,+1 614-987-6014,http://www.gelatolicious.net/,"1182 E Powell Rd, Lewis Center, OH 43035, United States",OAK Creek center,1182 E Powell Rd,,Lewis Center,Ohio,US,43035.0,40.1547516,-83.000274,"Monday: 8 AM to 8 PM
Tuesday: 8 AM to 8 PM
Wednesday: 8 AM to 8 PM
Thursday: 8 AM to 8 PM
Friday: 8 AM to 8 PM
Saturday: 8 AM to 8 PM
Sunday: 8 AM to 8 PM",8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,4.6,61,50,4,3,0,4,2024-06-10T16:23:26.657Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0227657531956,-83.1018837308019,16z?hl=en",3,ChIJx341ze_zOIgR1ytMQwwj9cY,"5X3X+WV Lewis Center, Ohio, USA",14336403524379487191,0x8838f3efcd357ec7:0xc6f5230c434c2bd7
Dulce Vida Ice Cream Factory,,,Ice cream shop,https://www.google.com/maps/search/?api=1&query=Dulce%20Vida%20Ice%20Cream%20Factory&query_place_id=ChIJpftyDir1OIgRUNvbaUHhVDQ,False,False,+1 614-392-2467,https://www.dulcevidaoh.com/,"6146 Cleveland Ave, Columbus, OH 43231, United States",Atrium Center Shopping Center,6146 Cleveland Ave,Northland,Columbus,Ohio,US,43231.0,40.098716,-82.9496011,"Monday: 11 AM to 10 PM
Tuesday: 11 AM to 10 PM
Wednesday: 11 AM to 10 PM
Thursday: 11 AM to 10 PM
Friday: 11 AM to 10 PM
Saturday: 11 AM to 10 PM
Sunday: 11 AM to 10 PM",11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,4.5,453,339,56,19,10,29,2024-06-10T16:23:25.696Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0227657531956,-83.1018837308019,16z?hl=en",5,ChIJpftyDir1OIgRUNvbaUHhVDQ,"33X2+F5 Columbus, Ohio, USA",3770886459081087824,0x8838f52a0e72fba5:0x3454e14169dbdb50
Dulce Vida Ice Cream - Paleteria & Heladeria,,,Ice cream shop,https://www.google.com/maps/search/?api=1&query=Dulce%20Vida%20Ice%20Cream%20-%20Paleteria%20%26%20Heladeria&query_place_id=ChIJIaqqj8LtOIgRtc8RVxC4G4k,False,False,+1 614-389-2728,http://dulcevidaoh.com/,"7370 Sawmill Rd Suite C, Columbus, OH 43235, United States",,7370 Sawmill Rd Suite C,Foxboro,Columbus,Ohio,US,43235.0,40.115735,-83.0894763,"Monday: 11 AM to 10 PM
Tuesday: 11 AM to 10 PM
Wednesday: 11 AM to 10 PM
Thursday: 11 AM to 10 PM
Friday: 11 AM to 10 PM
Saturday: 11 AM to 10 PM
Sunday: 11 AM to 10 PM",11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,4.3,60,44,5,2,0,9,2024-06-10T16:23:26.031Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0227657531956,-83.1018837308019,16z?hl=en",4,ChIJIaqqj8LtOIgRtc8RVxC4G4k,"4W86+76 Columbus, Ohio, USA",9879692587887087541,0x8838edc28faaaa21:0x891bb8105711cfb5
Diamonds Ice Cream,,,Ice cream shop,https://www.google.com/maps/search/?api=1&query=Diamonds%20Ice%20Cream&query_place_id=ChIJ63hLFImSOIgRqnVdEdnhkKo,False,False,(614) 718-2980,https://www.diamondsicecream.com/,"5461 Bethel Sawmill Center, Columbus, OH 43235",Bethel Sawmill Center,5461 Bethel Sawmill Center,Northwest,Columbus,Ohio,US,43235.0,40.0659867,-83.0936245,"Monday: 12 to 9 PM
Tuesday: 12 to 9 PM
Wednesday: Closed
Thursday: 12 to 9 PM
Friday: 12 to 9 PM
Saturday: 12 to 10 PM
Sunday: 12 to 10 PM",12 to 9 PM,12 to 9 PM,Closed,12 to 9 PM,12 to 9 PM,12 to 10 PM,12 to 10 PM,4.6,444,332,74,14,5,19,2024-06-10T16:23:38.156Z,Artisanal ice cream shop,"https://www.google.com/maps/search/Artisanal+ice+cream+shop/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Artisanal%20ice%20cream%20shop/@40.0227657531956,-83.1018837308019,16z?hl=en",1,ChIJ63hLFImSOIgRqnVdEdnhkKo,"3W84+9H Columbus, Ohio",12290571705509574058,0x88389289144b78eb:0xaa90e1d9115d75aa
Kroger,,"Large supermarket chain with deli & bakery departments, plus health & beauty products.","Grocery store, Bakery, Butcher shop, Cheese shop, Deli, Florist, Grocery delivery service, Health food store, Liquor store, Seafood market",https://www.google.com/maps/search/?api=1&query=Kroger&query_place_id=ChIJnZc8lq-QOIgRsXplDI97fVg,False,False,(614) 870-4350,https://www.kroger.com/stores/grocery/oh/galloway/w-broad/016/00623?cid=loc_01600623_gmb,"5800 W Broad St, Galloway, OH 43119",Kroger Bakery,5800 W Broad St,Westland,Galloway,Ohio,US,43119.0,39.9519124,-83.156282,"Monday: 6 AM to 11 PM
Tuesday: 6 AM to 11 PM
Wednesday: 6 AM to 11 PM
Thursday: 6 AM to 11 PM
Friday: 6 AM to 11 PM
Saturday: 6 AM to 11 PM
Sunday: 6 AM to 11 PM",6 AM to 11 PM,6 AM to 11 PM,6 AM to 11 PM,6 AM to 11 PM,6 AM to 11 PM,6 AM to 11 PM,6 AM to 11 PM,4.1,1232,641,318,120,46,107,2024-06-10T16:24:05.284Z,Asian Cuisine,"https://www.google.com/maps/search/Asian+Cuisine/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Asian%20Cuisine/@39.9570938312029,-83.15317816040276,16z?hl=en",22,ChIJnZc8lq-QOIgRsXplDI97fVg,"XR2V+QF Galloway, Ohio",6376388501745007281,0x883890af963c979d:0x587d7b8f0c657ab1
Sun Tong Luck Asian Cuisine,,Longtime Chinese staple serving up standard eats plus vegetarian & vegan options in basic digs.,"Asian restaurant, Chinese restaurant, Fast food restaurant, Vegan restaurant",https://www.google.com/maps/search/?api=1&query=Sun%20Tong%20Luck%20Asian%20Cuisine&query_place_id=ChIJTWUNX4aSOIgR8cseUwxelH4,False,False,(614) 442-3375,http://suntongluck.com/,"2500 Bethel Rd, Columbus, OH 43220",Carriage Place Plaza,2500 Bethel Rd,Northwest,Columbus,Ohio,US,43220.0,40.0656674,-83.0869554,"Monday: Closed
Tuesday: 11:30 AM to 8:30 PM
Wednesday: 11:30 AM to 8:30 PM
Thursday: 11:30 AM to 8:30 PM
Friday: 11:30 AM to 8:30 PM
Saturday: 11:30 AM to 8:30 PM
Sunday: Closed",Closed,11:30 AM to 8:30 PM,11:30 AM to 8:30 PM,11:30 AM to 8:30 PM,11:30 AM to 8:30 PM,11:30 AM to 8:30 PM,Closed,4.5,263,201,32,3,9,18,2024-06-10T16:24:13.438Z,Asian Cuisine,"https://www.google.com/maps/search/Asian+Cuisine/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Asian%20Cuisine/@39.9570938312029,-83.15317816040276,16z?hl=en",16,ChIJTWUNX4aSOIgR8cseUwxelH4,"3W87+76 Columbus, Ohio",9121018552359242737,0x883892865f0d654d:0x7e945e0c531ecbf1
Xi Xia Chinese Cuisine,,,"Chinese restaurant, Chinese noodle restaurant, Noodle shop, Sichuan restaurant, Vegetarian restaurant, Western restaurant",https://www.google.com/maps/search/?api=1&query=Xi%20Xia%20Chinese%20Cuisine&query_place_id=ChIJVViYNWuNOIgRkNvvHm-xndI,False,False,(614) 670-7736,http://www.xixiacuisine.com/,"1140 Kenny Centre Mall, Columbus, OH 43220",Kenny Centre,1140 Kenny Centre Mall,Northwest,Columbus,Ohio,US,43220.0,40.050292,-83.0510526,"Monday: Closed
Tuesday: 11:30 AM to 9 PM
Wednesday: 11:30 AM to 9 PM
Thursday: 11:30 AM to 9 PM
Friday: 11:30 AM to 9 PM
Saturday: 11:30 AM to 9 PM
Sunday: 11:30 AM to 9 PM",Closed,11:30 AM to 9 PM,11:30 AM to 9 PM,11:30 AM to 9 PM,11:30 AM to 9 PM,11:30 AM to 9 PM,11:30 AM to 9 PM,4.7,505,437,34,12,6,16,2024-06-10T16:24:13.865Z,Asian Cuisine,"https://www.google.com/maps/search/Asian+Cuisine/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Asian%20Cuisine/@39.9570938312029,-83.15317816040276,16z?hl=en",14,ChIJVViYNWuNOIgRkNvvHm-xndI,"3W2X+4H Columbus, Ohio",15176481410126961552,0x88388d6b35985855:0xd29db16f1eefdb90
Zen Noodle,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Zen%20Noodle&query_place_id=ChIJN1cxpnGQOIgROEX-kZgiKXA,False,False,(855) 617-4206,https://www.hollywoodcolumbus.com/dining/zen-noodle?utm_source=google&utm_medium=organic&utm_campaign=localseo,"200 Georgesville Rd, Columbus, OH 43228",Hollywood Casino Columbus,200 Georgesville Rd,Hilltop,Columbus,Ohio,US,43228.0,39.9490669,-83.1077716,"Monday: 11:30 AM to 11 PM
Tuesday: 11:30 AM to 11 PM
Wednesday: 11:30 AM to 11 PM
Thursday: 11:30 AM to 11 PM
Friday: 11:30 AM to 1 AM
Saturday: 11:30 AM to 1 AM
Sunday: 11:30 AM to 11 PM",11:30 AM to 11 PM,11:30 AM to 11 PM,11:30 AM to 11 PM,11:30 AM to 11 PM,11:30 AM to 1 AM,11:30 AM to 1 AM,11:30 AM to 11 PM,3.0,27,11,3,0,2,11,2024-06-10T16:24:21.927Z,Asian Cuisine,"https://www.google.com/maps/search/Asian+Cuisine/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Asian%20Cuisine/@39.9570938312029,-83.15317816040276,16z?hl=en",11,ChIJN1cxpnGQOIgROEX-kZgiKXA,"WVXR+JV Columbus, Ohio",8082029044972799288,0x88389071a6315737:0x7029229891fe4538
Dragon House,,,Chinese restaurant,https://www.google.com/maps/search/?api=1&query=Dragon%20House&query_place_id=ChIJAWAyYrKbOIgRDpQSKPxFApM,False,False,(614) 853-9987,http://www.dragonhouse958.com/,"958 Galloway Rd, Galloway, OH 43119",,958 Galloway Rd,Laurel Greene,Galloway,Ohio,US,43119.0,39.9307067,-83.1581371,"Monday: 10 AM to 10 PM
Tuesday: 10 AM to 10 PM
Wednesday: 10 AM to 10 PM
Thursday: 10 AM to 10 PM
Friday: 10 AM to 10 PM
Saturday: 10 AM to 10 PM
Sunday: 10 AM to 10 PM",10 AM to 10 PM,10 AM to 10 PM,10 AM to 10 PM,10 AM to 10 PM,10 AM to 10 PM,10 AM to 10 PM,10 AM to 10 PM,3.5,60,30,7,3,5,15,2024-06-10T16:24:22.225Z,Asian Cuisine,"https://www.google.com/maps/search/Asian+Cuisine/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Asian%20Cuisine/@39.9570938312029,-83.15317816040276,16z?hl=en",12,ChIJAWAyYrKbOIgRDpQSKPxFApM,"WRJR+7P Galloway, Ohio",10593106222835209230,0x88389bb262326001:0x930245fc2812940e
TIKKA 𝓝 ' KABAB-Halal Chinese & Desi Restaurant,,,"Chinese restaurant, Asian restaurant, Bangladeshi restaurant, Bengali restaurant, Halal restaurant, Indian restaurant, Restaurant",https://www.google.com/maps/search/?api=1&query=TIKKA%20%F0%9D%93%9D%20'%20KABAB-Halal%20Chinese%20%26%20Desi%20Restaurant&query_place_id=ChIJ1YM4zv6ROIgRhWkpxdqpv_A,False,False,(614) 771-0763,https://tikkankabab.com/,"5429 Roberts Rd, Hilliard, OH 43026",Roberts Crossing,5429 Roberts Rd,Far West,Hilliard,Ohio,US,43026.0,40.0025115,-83.1522293,"Monday: 11 AM to 9 PM
Tuesday: 11 AM to 9 PM
Wednesday: 11 AM to 9 PM
Thursday: 11 AM to 9 PM
Friday: 11 AM to 9 PM
Saturday: Closed
Sunday: 11 AM to 9 PM",11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,Closed,11 AM to 9 PM,4.5,397,330,19,10,11,27,2024-06-10T16:24:19.825Z,Asian Cuisine,"https://www.google.com/maps/search/Asian+Cuisine/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Asian%20Cuisine/@39.9570938312029,-83.15317816040276,16z?hl=en",17,ChIJ1YM4zv6ROIgRhWkpxdqpv_A,"2R3X+24 Hilliard, Ohio",17347771046730230149,0x883891fece3883d5:0xf0bfa9dac5296985
Panda Express,,"Fast-food chain for Chinese standards, including some health-conscious options.","Chinese restaurant, Asian restaurant, Restaurant",https://www.google.com/maps/search/?api=1&query=Panda%20Express&query_place_id=ChIJd-tnGtmQOIgRMfpGsfnLtgg,False,False,(614) 721-0991,https://www.pandaexpress.com/locations/oh/columbus/2107,"1630 Hilliard Rome Rd, Columbus, OH 43228",Westpointe Plaza,1630 Hilliard Rome Rd,Far West,Columbus,Ohio,US,43228.0,39.9845513,-83.1502943,"Monday: 9:30 AM to 10 PM
Tuesday: 9:30 AM to 10 PM
Wednesday: 9:30 AM to 10 PM
Thursday: 9:30 AM to 10 PM
Friday: 9:30 AM to 10 PM
Saturday: 9:30 AM to 10 PM
Sunday: 9:30 AM to 10 PM",9:30 AM to 10 PM,9:30 AM to 10 PM,9:30 AM to 10 PM,9:30 AM to 10 PM,9:30 AM to 10 PM,9:30 AM to 10 PM,9:30 AM to 10 PM,3.6,599,261,113,72,45,108,2024-06-10T16:24:29.167Z,Asian Cuisine,"https://www.google.com/maps/search/Asian+Cuisine/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Asian%20Cuisine/@39.9570938312029,-83.15317816040276,16z?hl=en",10,ChIJd-tnGtmQOIgRMfpGsfnLtgg,"XRMX+RV Columbus, Ohio",627913471346276913,0x883890d91a67eb77:0x8b6cbf9b146fa31
Ye’s Asian Vegan Kitchen,,,"Vegan restaurant, Asian restaurant, Restaurant, Vegetarian restaurant",https://www.google.com/maps/search/?api=1&query=Ye%E2%80%99s%20Asian%20Vegan%20Kitchen&query_place_id=ChIJw8rCDhuROIgRbIrb5Sb5mDk,False,False,(614) 850-1888,http://www.yeasianvegan.com/,"2469 Hilliard Rome Rd, Hilliard, OH 43026",Silver Horn Center I,2469 Hilliard Rome Rd,Sweetwater,Hilliard,Ohio,US,43026.0,40.0013908,-83.1560198,"Monday: 11 AM to 10 PM
Tuesday: 11 AM to 10 PM
Wednesday: 11 AM to 10 PM
Thursday: 11 AM to 10 PM
Friday: 11 AM to 9 PM
Saturday: 11 AM to 10:30 PM
Sunday: 11 AM to 9:30 PM",11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 9 PM,11 AM to 10:30 PM,11 AM to 9:30 PM,4.8,318,285,11,10,3,9,2024-06-10T16:24:30.463Z,Asian Cuisine,"https://www.google.com/maps/search/Asian+Cuisine/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Asian%20Cuisine/@39.9570938312029,-83.15317816040276,16z?hl=en",9,ChIJw8rCDhuROIgRbIrb5Sb5mDk,"2R2V+HH Hilliard, Ohio",4150341002082355820,0x8838911b0ec2cac3:0x3998f926e5db8a6c
